Fecha,Humedad relativa,Temperatura,Velocidad del viento,Presión atmosférica,Radiación solar,Precipitaciones,Humedad relativa mínima
2019-01-02,91.63539895908777,7.524843549288967,3.6182084349956893,939.8933998437464,2349.4217661435696,0.3720582177189726,83.84536360739826
2019-01-03,90.76105060620196,8.120165814635182,5.778291662599503,940.0267904237267,854.4876765369627,1.0222487299734442,79.1104951662899
2019-01-04,78.73896716488787,5.904739377645096,5.478472878726852,940.5919421813895,3005.744356460757,0.0,74.3983835716105
2019-01-05,90.49823518858312,6.433630333310141,6.287173022726696,940.2700278391164,3160.437938636261,0.0,71.31123878134375
2019-01-06,90.74095521983496,5.512711354029735,1.6643325275077365,937.6109161545132,3930.8773739849207,0.0,78.6429359262123
2019-01-07,81.39249560815037,9.29564839516082,6.627094989001625,938.6966133061757,1508.8830182459965,0.0,68.4364066021366
2019-01-08,94.25776999884334,6.879738128869132,6.622886391735064,937.9223028956181,2443.755777220844,0.1827891114005873,93.24811924793656
2019-01-09,87.10463124019616,6.985917882525403,6.814359134860165,942.6146839838672,2389.9302161783753,0.0,68.86317243333671
2019-01-10,87.3160935191131,7.757741347009944,5.346660182134354,941.4348314053138,4654.516255578226,0.0,74.19120909760912
2019-01-11,88.22517585072826,6.7355813160005695,5.488258352183284,940.6641881446518,1063.386064046733,0.0,81.85408963919429
2019-01-12,85.75821125320753,4.383214643961489,3.1925327041507074,941.9673204808921,1153.5138194065603,0.0,65.50795238295976
2019-01-13,84.80073842011636,6.433580089442811,6.979700838807618,937.6842587894116,5067.911506615654,0.0,74.82092216767002
2019-01-14,89.91047975069888,8.501142296230945,8.552097315819143,937.4258959487385,218.66249383376726,0.0,81.38032860231678
2019-01-15,85.57787653456904,8.814970544365917,8.104318092878685,934.8799357278896,3688.2873117838913,1.6374180831354979,78.77838417118289
2019-01-16,92.59353817895841,7.200163634406285,6.5634457570068125,933.5256243657344,3977.7974708659144,0.0,89.26543093159474
2019-01-17,87.5133452286518,3.703868872289596,7.8394549102026305,931.5844469701782,4897.334693457857,0.0,87.84885458557834
2019-01-18,84.66139662545372,5.280203755223916,10.181013999499873,931.7142695215773,2738.440142956011,0.0,63.230213654027054
2019-01-19,79.24791369131205,7.200777974752702,8.101090572531216,930.4102701332347,4205.401169527864,0.0,69.27461260544192
2019-01-20,85.88709082213734,5.695272006428091,4.327333471569342,933.3890842219442,2935.21158570293,0.0,74.13129825497322
2019-01-21,87.89681905283024,5.625226994690345,8.966216100515876,936.2805221953719,1377.0130745511888,0.0,84.17993632946435
2019-01-22,93.5184476650119,3.752278368628202,3.9608720607546077,941.1301493463988,4987.780990264164,0.0,75.20544573743999
2019-01-23,90.3056500558769,6.423310900397748,6.298056393937618,941.7363454169533,4058.169386445222,0.09875486065117076,79.8435645854143
2019-01-24,81.74694649370818,6.00494033499056,9.103944553959503,939.4264465450399,2717.9136484583596,0.0,71.96269961017342
2019-01-25,78.81639317130285,6.876762873697198,7.052114623052039,938.6065068576254,2298.538300382615,0.0,64.06497240116995
2019-01-26,78.55399635199797,6.684010640221708,7.505220617556254,939.3014698174816,5760.969354449645,0.32305329252300885,54.02593280799642
2019-01-27,82.58578411892958,6.906446563803633,7.076208215941157,939.2048529880271,6526.302482696361,0.0,62.97775813120891
2019-01-28,89.3164290174921,8.835197836210371,5.017718506899568,943.3444333939581,6007.554220205911,0.0,59.26115423484136
2019-01-29,90.21836744962165,5.302694908132905,9.41749273331997,941.4053307514631,6610.4379689269535,0.0,61.44075057449324
2019-01-30,84.85209233145679,3.283740862671614,6.334827408697931,943.3039158136689,2654.5627954681527,0.0,62.717411108209674
2019-01-31,80.30639990874367,3.095780037147743,4.742461607786188,944.5975093743763,3581.932093808742,0.0,64.82886143202393
2019-02-01,83.61766301935623,3.8658688445805502,6.979858020969809,946.8043945121807,3622.567933550288,0.0,57.73473879169635
2019-02-02,79.30098753122307,3.243492698551705,7.264473209335681,945.4011053330174,5922.636716435138,0.0,63.66469817012475
2019-02-03,85.50601949228394,4.08681829157909,3.639048843729933,947.1708687074919,7119.2490236345975,0.0,63.94423488693384
2019-02-04,87.13918097510344,5.4683185221326,7.274941941554319,944.3659898436548,6292.9343484907695,0.0,58.98605414815112
2019-02-05,82.65835401219135,7.250992346724564,5.5360732627541065,941.9285850849178,6190.392447006867,0.0,54.82969781482314
2019-02-06,88.03112434914553,4.51811073514157,4.438038111075118,940.6598439074864,4553.395002142401,0.0,67.40073896645643
2019-02-07,81.94096783178439,4.442773273018764,7.955307547088642,936.5338332050031,5612.629825708662,0.0,61.18969657919874
2019-02-08,79.06692687624577,4.170998742710634,4.623948321450985,939.2125091544532,5835.626310233577,0.0,70.51426129553604
2019-02-09,88.31698165744771,8.71428286746222,7.417455804334269,936.7825824386714,4909.636999265244,0.7912499111083334,60.56945576929218
2019-02-10,82.60948110581852,6.14319200166786,5.328865298288207,938.1563017441368,9033.213042476176,0.0,59.14520201579935
2019-02-11,88.51665409555086,7.998264387843459,8.250926831830528,939.6227440979491,4662.108707040331,0.0,65.127849730291
2019-02-12,84.31380395191731,4.183612275378092,5.9557282666005875,937.0412343339528,5679.7554410112625,0.0,65.7246981006904
2019-02-13,74.04203806073883,8.608865986966736,4.110459532596256,937.3567866086668,6234.474243016515,0.0,51.39021677463231
2019-02-14,78.32159119070292,7.339819831159192,4.541246249091938,938.0484107245484,7793.177603017395,0.0,53.29427450143715
2019-02-15,79.74666419226325,7.762608319695066,3.42800016565454,937.5966627971607,6619.131398160929,0.0,59.906235949478734
2019-02-16,77.65063779297644,6.83452416161037,3.0353134150151515,943.3260949564377,9556.07600268254,0.0,54.34697156651671
2019-02-17,74.71315052301044,7.784893370077969,3.3485961953285766,943.4613656520709,10665.318563242963,0.0,49.11643775448418
2019-02-18,77.15091854315571,7.690376890330848,5.016233870911925,940.1945154313788,7596.511767439662,0.0,36.199206594197506
2019-02-19,73.06166675712437,7.320933105166539,4.269322112503469,943.3894626819218,9173.584898904668,1.1414157935050269,47.11593013208816
2019-02-20,74.99776568707446,8.4181381407823,5.735105331073192,940.4918838609324,9922.884517552355,0.0,46.289131248991204
2019-02-21,87.03171661898102,6.934203137927743,5.524777299347192,940.7352985280276,6378.48976627401,0.0,55.8739991043984
2019-02-22,77.58014111157351,6.728675218411976,5.1743845805178745,939.2561240764759,7332.863511874864,0.0,53.70948570744739
2019-02-23,89.30054634856499,6.424693212924893,5.716518198266931,935.0873512154325,6418.809019534601,0.0,75.34435120960791
2019-02-24,84.40914655411626,4.840420487308802,6.309245576337516,933.2754859729255,8480.950987106644,0.0,71.54268355382142
2019-02-25,88.38638923313825,2.81533010101895,7.609324226267901,937.8528826134084,8762.461342861283,0.0,60.24640701341493
2019-02-26,74.95503097326734,7.344777726674435,4.93334030893142,934.5750537139841,7036.190304179394,0.5418589680524669,58.440776443596555
2019-02-27,69.48290206528401,6.968115899625877,8.95978853292275,935.8766566403443,7392.102844598132,0.26114758098464297,42.06542597005689
2019-02-28,77.94544142086849,4.2512326496416915,7.30347992121752,934.3338753739098,8126.090087971904,0.0,64.6401781901962
2019-03-01,74.18099093583274,4.362694881589582,9.659900432037212,934.8961581587664,7686.979278395769,0.0,54.00150166702879
2019-03-02,79.18289176754884,4.020454910003297,9.390634000484303,935.5385372138459,7194.189716882712,0.0,52.2711932952083
